test	analysis	variable	value
imp1	alpha_0.1	d_0	0.1356457301305418
imp2	alpha_0.1	d_0	0.09903288469327351
slim	alpha_0.1	d_0	0.09430787924105057
imp1	alpha_0.1	d_0	0.13445938233534313
imp2	alpha_0.1	d_0	0.10098896917813473
slim	alpha_0.1	d_0	0.09360089596661604
imp1	alpha_0.1	d_0	0.1366897660407985
imp2	alpha_0.1	d_0	0.09885714285714285
slim	alpha_0.1	d_0	0.09345881912253592
imp1	alpha_0.1	d_0	0.13513243618498344
imp2	alpha_0.1	d_0	0.09646871423994141
slim	alpha_0.1	d_0	0.09296470911337941
imp1	alpha_0.1	d_0	0.13484747286821705
imp2	alpha_0.1	d_0	0.09957773643410853
slim	alpha_0.1	d_0	0.09395348837209301
imp1	alpha_0.1	d_0	0.1364669650767007
imp2	alpha_0.1	d_0	0.0970210130398968
slim	alpha_0.1	d_0	0.09288012309413904
imp1	alpha_0.1	d_0	0.13022475650733187
imp2	alpha_0.1	d_0	0.09385601028166178
slim	alpha_0.1	d_0	0.09172976572056797
imp1	alpha_0.1	d_0	0.13795828296916163
imp2	alpha_0.1	d_0	0.10162755307608864
slim	alpha_0.1	d_0	0.09590887959088795
imp1	alpha_0.1	d_0	0.13694313477371076
imp2	alpha_0.1	d_0	0.10146845073502991
slim	alpha_0.1	d_0	0.09613972598459639
imp1	alpha_0.1	d_0	0.1361850150755339
imp2	alpha_0.1	d_0	0.09794538438705848
slim	alpha_0.1	d_0	0.09515552014497508
imp1	alpha_0.1	d_0	0.1355760615489404
imp2	alpha_0.1	d_0	0.0969173981021378
slim	alpha_0.1	d_0	0.09387142215823774
imp1	alpha_0.1	d_0	0.1356898336414048
imp2	alpha_0.1	d_0	0.09976592729513246
slim	alpha_0.1	d_0	0.09228280961182994
imp1	alpha_0.1	d_0	0.1387897476909567
imp2	alpha_0.1	d_0	0.10488645308996253
slim	alpha_0.1	d_0	0.09496479591036677
imp1	alpha_0.1	d_0	0.1344847809603392
imp2	alpha_0.1	d_0	0.09785353511907526
slim	alpha_0.1	d_0	0.09496618850873528
imp1	alpha_0.1	d_0	0.13699104185135072
imp2	alpha_0.1	d_0	0.09862529743852937
slim	alpha_0.1	d_0	0.09458934042520101
imp1	alpha_0.1	d_0	0.13822389019607842
imp2	alpha_0.1	d_0	0.09945130980392157
slim	alpha_0.1	d_0	0.09535686274509804
imp1	alpha_0.1	d_0	0.13680846522123624
imp2	alpha_0.1	d_0	0.09907876680998993
slim	alpha_0.1	d_0	0.09293141829048882
imp1	alpha_0.1	d_0	0.13589712261648407
imp2	alpha_0.1	d_0	0.10159752520051181
slim	alpha_0.1	d_0	0.09382704490840434
imp1	alpha_0.1	d_0	0.13774852966017107
imp2	alpha_0.1	d_0	0.09454368022604076
slim	alpha_0.1	d_0	0.09391747669722517
imp1	alpha_0.1	d_0	0.13687391934202534
imp2	alpha_0.1	d_0	0.1011608642148387
slim	alpha_0.1	d_0	0.09417885570976836
imp1	alpha_0.1	d_0	0.1317318123383362
imp2	alpha_0.1	d_0	0.09775190124374641
slim	alpha_0.1	d_0	0.09184827223022474
imp1	alpha_0.1	d_0	0.13737656968792739
imp2	alpha_0.1	d_0	0.10257882630859132
slim	alpha_0.1	d_0	0.0934663682705458
imp1	alpha_0.1	d_0	0.13624249447611983
imp2	alpha_0.1	d_0	0.09951287875276194
slim	alpha_0.1	d_0	0.0935583059070752
imp1	alpha_0.1	d_0	0.13824694950253427
imp2	alpha_0.1	d_0	0.09848338652149427
slim	alpha_0.1	d_0	0.0959107690382329
imp1	alpha_0.1	d_0	0.13404558577016204
imp2	alpha_0.1	d_0	0.09421666045818589
slim	alpha_0.1	d_0	0.09311169056931769
imp1	alpha_0.1	d_0	0.13773485799284155
imp2	alpha_0.1	d_0	0.09979658810951518
slim	alpha_0.1	d_0	0.0947024279892778
imp1	alpha_0.1	d_0	0.1360032539977687
imp2	alpha_0.1	d_0	0.09628377959588448
slim	alpha_0.1	d_0	0.0930333457295153
imp1	alpha_0.1	d_0	0.13836285918202695
imp2	alpha_0.1	d_0	0.10483460559796437
slim	alpha_0.1	d_0	0.09545087817290387
imp1	alpha_0.1	d_0	0.1350115782775372
imp2	alpha_0.1	d_0	0.09737404355046483
slim	alpha_0.1	d_0	0.09361953097111637
imp1	shape_0.1	d_0	0.4599483247317113
imp2	shape_0.1	d_0	0.4033567133611862
slim	shape_0.1	d_0	0.4108134676824773
imp1	shape_0.1	d_0	0.4606778195672349
imp2	shape_0.1	d_0	0.4128602712515671
slim	shape_0.1	d_0	0.41286898191113497
imp1	shape_0.1	d_0	0.46446839264327083
imp2	shape_0.1	d_0	0.42506598743252777
slim	shape_0.1	d_0	0.41513674919197385
imp1	shape_0.1	d_0	0.47121222856393097
imp2	shape_0.1	d_0	0.41434348553434364
slim	shape_0.1	d_0	0.4166174637538542
imp1	shape_0.1	d_0	0.4561961042765085
imp2	shape_0.1	d_0	0.408496729154462
slim	shape_0.1	d_0	0.40999479268372063
imp1	shape_0.1	d_0	0.46188991830065357
imp2	shape_0.1	d_0	0.4110740522875817
slim	shape_0.1	d_0	0.4151797385620915
imp1	shape_0.1	d_0	0.4633093281858378
imp2	shape_0.1	d_0	0.4133758001715832
slim	shape_0.1	d_0	0.4146703623044941
imp1	shape_0.1	d_0	0.46213799036476255
imp2	shape_0.1	d_0	0.40502677547274935
slim	shape_0.1	d_0	0.41362697866483134
imp1	shape_0.1	d_0	0.466020278645446
imp2	shape_0.1	d_0	0.4093677756292661
slim	shape_0.1	d_0	0.41821607417323614
imp1	shape_0.1	d_0	0.4618770640403743
imp2	shape_0.1	d_0	0.4255576951344995
slim	shape_0.1	d_0	0.41132180247276523
imp1	shape_0.1	d_0	0.463262759832146
imp2	shape_0.1	d_0	0.41200138251846075
slim	shape_0.1	d_0	0.41308025113041213
imp1	shape_0.1	d_0	0.46693285560027487
imp2	shape_0.1	d_0	0.41783742351362846
slim	shape_0.1	d_0	0.4172638329897582
imp1	shape_0.1	d_0	0.4590928865945911
imp2	shape_0.1	d_0	0.4078730398363689
slim	shape_0.1	d_0	0.4081036329989286
imp1	shape_0.1	d_0	0.4656645322479235
imp2	shape_0.1	d_0	0.41910498361957704
slim	shape_0.1	d_0	0.41895827128627683
imp1	shape_0.1	d_0	0.4704993122192943
imp2	shape_0.1	d_0	0.41724337493163627
slim	shape_0.1	d_0	0.4150052205041515
imp1	shape_0.1	d_0	0.4642911894345311
imp2	shape_0.1	d_0	0.4139232496026479
slim	shape_0.1	d_0	0.41455701387864785
imp1	shape_0.1	d_0	0.46205010059374846
imp2	shape_0.1	d_0	0.41249122462665816
slim	shape_0.1	d_0	0.40942473461242784
imp1	shape_0.1	d_0	0.4709263440054609
imp2	shape_0.1	d_0	0.416576960857766
slim	shape_0.1	d_0	0.4166958027404558
imp1	shape_0.1	d_0	0.46887446372854913
imp2	shape_0.1	d_0	0.43033019695787833
slim	shape_0.1	d_0	0.4157728809152366
imp1	shape_0.1	d_0	0.4586222569258048
imp2	shape_0.1	d_0	0.4179772095066126
slim	shape_0.1	d_0	0.40928537732012427
imp1	shape_0.1	d_0	0.47186118680737915
imp2	shape_0.1	d_0	0.4276239904870436
slim	shape_0.1	d_0	0.41858659928322517
imp1	shape_0.1	d_0	0.46657340963755495
imp2	shape_0.1	d_0	0.40372495645683004
slim	shape_0.1	d_0	0.4166044621381769
imp1	shape_0.1	d_0	0.46574891306131155
imp2	shape_0.1	d_0	0.4150021328608226
slim	shape_0.1	d_0	0.4146281439188857
imp1	shape_0.1	d_0	0.4709441543587448
imp2	shape_0.1	d_0	0.41325577270542213
slim	shape_0.1	d_0	0.41832015515440846
imp1	shape_0.1	d_0	0.45612778243916885
imp2	shape_0.1	d_0	0.4106829541154599
slim	shape_0.1	d_0	0.4111675962028856
imp1	shape_0.1	d_0	0.45956633341461434
imp2	shape_0.1	d_0	0.4074851337072259
slim	shape_0.1	d_0	0.40934731366333416
imp1	shape_0.1	d_0	0.4666534486429823
imp2	shape_0.1	d_0	0.39685135865559434
slim	shape_0.1	d_0	0.4133457815340769
imp1	shape_0.1	d_0	0.47255662946725124
imp2	shape_0.1	d_0	0.4234097748106816
slim	shape_0.1	d_0	0.41776272087152916
imp1	shape_0.1	d_0	0.4491239387137699
imp2	shape_0.1	d_0	0.3966001756611691
slim	shape_0.1	d_0	0.4044435769818809
imp1	shape_0.1	d_0	0.46077085173914467
imp2	shape_0.1	d_0	0.41241981610549394
slim	shape_0.1	d_0	0.4111776447105788
imp1	shape_0.1	d_0	0.4674635627530364
imp2	shape_0.1	d_0	0.41140332773773075
slim	shape_0.1	d_0	0.4124123629900266
imp1	shape_0.1	d_0	0.46225798268440776
imp2	shape_0.1	d_0	0.41427768776288443
slim	shape_0.1	d_0	0.4103042503396016
imp1	shape_0.1	d_0	0.45978881250711
imp2	shape_0.1	d_0	0.41224172395300085
slim	shape_0.1	d_0	0.4090813059659045
imp1	shape_0.1	d_0	0.45954880761051314
imp2	shape_0.1	d_0	0.4054035617461323
slim	shape_0.1	d_0	0.4100553580415266
imp1	shape_0.1	d_0	0.4577849431130477
imp2	shape_0.1	d_0	0.41783940934398456
slim	shape_0.1	d_0	0.4090534979423868
imp1	shape_0.1	d_0	0.4631136774024098
imp2	shape_0.1	d_0	0.40556247742867463
slim	shape_0.1	d_0	0.4140812239403789
imp1	shape_0.1	d_0	0.4593687370804213
imp2	shape_0.1	d_0	0.40345042162942546
slim	shape_0.1	d_0	0.41291793811726873
imp1	shape_0.1	d_0	0.4627035105842229
imp2	shape_0.1	d_0	0.4343391378490498
slim	shape_0.1	d_0	0.411022021086461
imp1	shape_0.1	d_0	0.46763947368421055
imp2	shape_0.1	d_0	0.41952658060244946
slim	shape_0.1	d_0	0.4140847401522674
imp1	shape_0.1	d_0	0.4617646469622332
imp2	shape_0.1	d_0	0.41989857142857145
slim	shape_0.1	d_0	0.4119047619047619
imp1	shape_0.1	d_0	0.46103402058497817
imp2	shape_0.1	d_0	0.42802547065337765
slim	shape_0.1	d_0	0.41261155625040713
imp1	shape_0.1	d_0	0.4581376191640186
imp2	shape_0.1	d_0	0.40546174529454904
slim	shape_0.1	d_0	0.40870202884380347
imp1	shape_0.1	d_0	0.4584943072769266
imp2	shape_0.1	d_0	0.4040657265541134
slim	shape_0.1	d_0	0.40670440128818186
imp1	shape_0.1	d_0	0.4595687697929354
imp2	shape_0.1	d_0	0.41651275680064964
slim	shape_0.1	d_0	0.40998781973203413
imp1	shape_0.1	d_0	0.4689698803018475
imp2	shape_0.1	d_0	0.41247401118917515
slim	shape_0.1	d_0	0.4120641425969295
imp1	shape_0.1	d_0	0.47061287875039176
imp2	shape_0.1	d_0	0.4242683787751332
slim	shape_0.1	d_0	0.420340772263183
imp1	shape_0.1	d_0	0.45866615211448786
imp2	shape_0.1	d_0	0.4126260492040521
slim	shape_0.1	d_0	0.41183470011255824
imp1	shape_0.1	d_0	0.46991303777974375
imp2	shape_0.1	d_0	0.4037656869491137
slim	shape_0.1	d_0	0.41865722992234344
imp1	shape_0.1	d_0	0.46961142153928026
imp2	shape_0.1	d_0	0.41946429521718887
slim	shape_0.1	d_0	0.4187287966473757
imp1	shape_0.1	d_0	0.4608353978240923
imp2	shape_0.1	d_0	0.41508515205138286
slim	shape_0.1	d_0	0.4124721457596015
imp1	shape_0.1	d_0	0.46212760251596857
imp2	shape_0.1	d_0	0.41100390072651033
slim	shape_0.1	d_0	0.4170039169795374
imp1	shape_0.1	d_0	0.46534782537418645
imp2	shape_0.1	d_0	0.4104700404924671
slim	shape_0.1	d_0	0.41421990524434826
imp1	shape_0.1	d_0	0.4716771976884738
imp2	shape_0.1	d_0	0.42348051926547775
slim	shape_0.1	d_0	0.41648866590498895
imp1	shape_0.1	d_0	0.46483802839782956
imp2	shape_0.1	d_0	0.4113267862364753
slim	shape_0.1	d_0	0.41077752867400974
imp1	shape_0.1	d_0	0.4656875655692661
imp2	shape_0.1	d_0	0.41459680937869475
slim	shape_0.1	d_0	0.41896055019899753
imp1	shape_0.1	d_0	0.460316425002048
imp2	shape_0.1	d_0	0.4140647005816334
slim	shape_0.1	d_0	0.4130744654706316
imp1	shape_0.1	d_0	0.4649025880370136
imp2	shape_0.1	d_0	0.41539000437551654
slim	shape_0.1	d_0	0.414231772732429
imp1	shape_0.1	d_0	0.45921306027567693
imp2	shape_0.1	d_0	0.4214647054971679
slim	shape_0.1	d_0	0.4128114461578758
imp1	shape_0.1	d_0	0.4584395512883315
imp2	shape_0.1	d_0	0.4253494660527089
slim	shape_0.1	d_0	0.4076614088370726
imp1	shape_0.1	d_0	0.4647899623711088
imp2	shape_0.1	d_0	0.423897782990438
slim	shape_0.1	d_0	0.4134942742185082
imp1	shape_0.1	d_0	0.4619741035204816
imp2	shape_0.1	d_0	0.40580614448370633
slim	shape_0.1	d_0	0.41125179950268287
imp1	shape_0.1	d_0	0.4706292870905588
imp2	shape_0.1	d_0	0.4150369439557678
slim	shape_0.1	d_0	0.4179442070872078
imp1	shape_0.1	d_0	0.4662740494390946
imp2	shape_0.1	d_0	0.42940257784837355
slim	shape_0.1	d_0	0.4164432972633112
imp1	shape_0.1	d_0	0.46321907330227996
imp2	shape_0.1	d_0	0.40733856337337576
slim	shape_0.1	d_0	0.4129116613549072
imp1	shape_0.1	d_0	0.46473664788962366
imp2	shape_0.1	d_0	0.412486766266634
slim	shape_0.1	d_0	0.41262143848477423
imp1	shape_0.1	d_0	0.46745523368476366
imp2	shape_0.1	d_0	0.4338028212960226
slim	shape_0.1	d_0	0.4161329523434164
imp1	shape_0.1	d_0	0.46234644932532254
imp2	shape_0.1	d_0	0.40276612823795915
slim	shape_0.1	d_0	0.4117009750812568
imp1	shape_0.1	d_0	0.47388009796081565
imp2	shape_0.1	d_0	0.43056449087031856
slim	shape_0.1	d_0	0.42384712781554046
imp1	shape_0.1	d_0	0.459115838090127
imp2	shape_0.1	d_0	0.4184884454635638
slim	shape_0.1	d_0	0.40950708233725264
imp1	shape_0.1	d_0	0.4692707961087949
imp2	shape_0.1	d_0	0.4353988650651843
slim	shape_0.1	d_0	0.41931374495400703
imp1	shape_0.1	d_0	0.4550432284586004
imp2	shape_0.1	d_0	0.40571939535184826
slim	shape_0.1	d_0	0.407409205671004
imp1	shape_0.1	d_0	0.45977010816125863
imp2	shape_0.1	d_0	0.4130526384791872
slim	shape_0.1	d_0	0.41319239593575874
imp1	shape_0.1	d_0	0.46313609844584985
imp2	shape_0.1	d_0	0.4156282950107042
slim	shape_0.1	d_0	0.41331241522446105
imp1	shape_0.1	d_0	0.45479352364307213
imp2	shape_0.1	d_0	0.4087704955173641
slim	shape_0.1	d_0	0.4083891639965045
imp1	shape_0.1	d_0	0.47300226335378737
imp2	shape_0.1	d_0	0.4139358884082755
slim	shape_0.1	d_0	0.4206820239412534
imp1	shape_0.1	d_0	0.4676659594065594
imp2	shape_0.1	d_0	0.4183507023257344
slim	shape_0.1	d_0	0.41359913155038
imp1	shape_0.1	d_0	0.4703202441978135
imp2	shape_0.1	d_0	0.42174687702184843
slim	shape_0.1	d_0	0.4185537251779226
imp1	shape_0.1	d_0	0.4686414622509583
imp2	shape_0.1	d_0	0.41071427866344207
slim	shape_0.1	d_0	0.4197555237484165
imp1	shape_0.1	d_0	0.46089617297368507
imp2	shape_0.1	d_0	0.4115996937061555
slim	shape_0.1	d_0	0.4117346770740704
imp1	shape_0.1	d_0	0.46147612004075866
imp2	shape_0.1	d_0	0.4058092397199487
slim	shape_0.1	d_0	0.41205666765276266
imp1	shape_0.1	d_0	0.4602991403364462
imp2	shape_0.1	d_0	0.42780224512507864
slim	shape_0.1	d_0	0.4111546587958258
imp1	shape_0.1	d_0	0.4598209490288098
imp2	shape_0.1	d_0	0.4129116640594446
slim	shape_0.1	d_0	0.41023008734193717
imp1	shape_0.1	d_0	0.4636192043760953
imp2	shape_0.1	d_0	0.41773049018162756
slim	shape_0.1	d_0	0.41183117967867144
imp1	shape_0.1	d_0	0.46928078041089816
imp2	shape_0.1	d_0	0.4266981984201278
slim	shape_0.1	d_0	0.41498743656698034
imp1	shape_0.1	d_0	0.45434159337900654
imp2	shape_0.1	d_0	0.41301122394441475
slim	shape_0.1	d_0	0.40689632832871736
imp1	shape_0.1	d_0	0.46726151185770753
imp2	shape_0.1	d_0	0.41751846179183133
slim	shape_0.1	d_0	0.4158926218708827
imp1	shape_0.1	d_0	0.46659678546471
imp2	shape_0.1	d_0	0.4155202899257309
slim	shape_0.1	d_0	0.40883753433117187
imp1	shape_0.1	d_0	0.4739021774721677
imp2	shape_0.1	d_0	0.4228220694171579
slim	shape_0.1	d_0	0.4175834970530452
imp1	shape_0.1	d_0	0.46395567972046414
imp2	shape_0.1	d_0	0.4157116132647679
slim	shape_0.1	d_0	0.41666666666666663
imp1	shape_0.1	d_0	0.4612212848056768
imp2	shape_0.1	d_0	0.41459335197266234
slim	shape_0.1	d_0	0.41269763411324206
imp1	shape_0.1	d_0	0.46447655890662987
imp2	shape_0.1	d_0	0.4145622905578553
slim	shape_0.1	d_0	0.4111801038175964
imp1	shape_0.1	d_0	0.4653809384877219
imp2	shape_0.1	d_0	0.41707196693411136
slim	shape_0.1	d_0	0.41024394197260716
imp1	shape_0.1	d_0	0.4694468228192763
imp2	shape_0.1	d_0	0.42345756651248234
slim	shape_0.1	d_0	0.41608437489748384
imp1	shape_0.1	d_0	0.47149094345825115
imp2	shape_0.1	d_0	0.41095415844838923
slim	shape_0.1	d_0	0.4168474687705457
imp1	shape_0.1	d_0	0.4562310163551402
imp2	shape_0.1	d_0	0.40848026998961573
slim	shape_0.1	d_0	0.41298351505711317
imp1	shape_0.1	d_0	0.46493585196860737
imp2	shape_0.1	d_0	0.4073155682527173
slim	shape_0.1	d_0	0.4158211013693232
imp1	shape_0.1	d_0	0.4679913093762908
imp2	shape_0.1	d_0	0.4245390004130525
slim	shape_0.1	d_0	0.4154646840148699
imp1	shape_0.1	d_0	0.46135454795540237
imp2	shape_0.1	d_0	0.41793035260611355
slim	shape_0.1	d_0	0.41005226790944543
imp1	shape_0.1	d_0	0.4598935158127151
imp2	shape_0.1	d_0	0.42246254626923824
slim	shape_0.1	d_0	0.41074095720501325
imp1	shape_0.1	d_0	0.4658946312917119
imp2	shape_0.1	d_0	0.4198056350067396
slim	shape_0.1	d_0	0.417611861787816
imp1	2nes_pos_500	d_0	0.1425020377464099
imp2	2nes_pos_500	d_0	0.10288581623550401
slim	2nes_pos_500	d_0	0.09552045617533364
imp1	2nes_pos_500	d_0	0.14191348747591523
imp2	2nes_pos_500	d_0	0.09361770888071466
slim	2nes_pos_500	d_0	0.09238045191802416
imp1	2nes_pos_500	d_0	0.14198498107441748
imp2	2nes_pos_500	d_0	0.0993999722193284
slim	2nes_pos_500	d_0	0.09297843525367225
imp1	2nes_pos_500	d_0	0.14744656095917136
imp2	2nes_pos_500	d_0	0.10165600723635204
slim	2nes_pos_500	d_0	0.09582845589017772
imp1	2nes_pos_500	d_0	0.14392065635060755
imp2	2nes_pos_500	d_0	0.10009647938519058
slim	2nes_pos_500	d_0	0.09488697337902863
imp1	2nes_pos_500	d_0	0.14439994427320063
imp2	2nes_pos_500	d_0	0.0990237013043554
slim	2nes_pos_500	d_0	0.0941434616791181
imp1	2nes_pos_500	d_0	0.14509666289010198
imp2	2nes_pos_500	d_0	0.099753785147801
slim	2nes_pos_500	d_0	0.0944656160950321
imp1	2nes_pos_500	d_0	0.14078247581124034
imp2	2nes_pos_500	d_0	0.09640322749659436
slim	2nes_pos_500	d_0	0.09350658423277097
imp1	2nes_pos_500	d_0	0.13911126429738563
imp2	2nes_pos_500	d_0	0.0982977770969499
slim	2nes_pos_500	d_0	0.08990332244008714
imp1	2nes_pos_500	d_0	0.14125287595287594
imp2	2nes_pos_500	d_0	0.09882823977823978
slim	2nes_pos_500	d_0	0.09499306999307
imp1	2nes_pos_500	d_0	0.14176056216589067
imp2	2nes_pos_500	d_0	0.10427392653905845
slim	2nes_pos_500	d_0	0.09401620969132608
imp1	2nes_pos_500	d_0	0.14386238675413934
imp2	2nes_pos_500	d_0	0.1010836197021764
slim	2nes_pos_500	d_0	0.09344302127807282
imp1	2nes_pos_500	d_0	0.1439788718912616
imp2	2nes_pos_500	d_0	0.09882006300144451
slim	2nes_pos_500	d_0	0.09385822934614246
imp1	2nes_pos_500	d_0	0.14928757396449704
imp2	2nes_pos_500	d_0	0.10486412049488973
slim	2nes_pos_500	d_0	0.09585798816568047
imp1	2nes_pos_500	d_0	0.14498624980394206
imp2	2nes_pos_500	d_0	0.10391823077325248
slim	2nes_pos_500	d_0	0.09443892577682507
imp1	2nes_pos_500	d_0	0.1458123121530356
imp2	2nes_pos_500	d_0	0.09910128708320073
slim	2nes_pos_500	d_0	0.09513454262579116
imp1	2nes_pos_500	d_0	0.14390830664776805
imp2	2nes_pos_500	d_0	0.10401774371358076
slim	2nes_pos_500	d_0	0.09493061753022905
imp1	2nes_pos_500	d_0	0.14675112986898795
imp2	2nes_pos_500	d_0	0.09967558252000351
slim	2nes_pos_500	d_0	0.09404730502066297
imp1	2nes_pos_500	d_0	0.1421662334962054
imp2	2nes_pos_500	d_0	0.09717917662958728
slim	2nes_pos_500	d_0	0.09304501507433205
imp1	2nes_pos_500	d_0	0.1430854700854701
imp2	2nes_pos_500	d_0	0.09779077271934415
slim	2nes_pos_500	d_0	0.09476713762428048
imp1	2nes_pos_500	d_0	0.14258600212458422
imp2	2nes_pos_500	d_0	0.09916256552252584
slim	2nes_pos_500	d_0	0.09386482768228757
imp1	2nes_pos_500	d_0	0.14755892683787836
imp2	2nes_pos_500	d_0	0.103970876356897
slim	2nes_pos_500	d_0	0.09407819256905833
imp1	2nes_pos_500	d_0	0.1483659709111251
imp2	2nes_pos_500	d_0	0.10263095238095238
slim	2nes_pos_500	d_0	0.09651422977414166
imp1	2nes_pos_500	d_0	0.1426110644551753
imp2	2nes_pos_500	d_0	0.09872923227657639
slim	2nes_pos_500	d_0	0.09433830219049617
imp1	2nes_pos_500	d_0	0.1432912182598298
imp2	2nes_pos_500	d_0	0.10012857846240417
slim	2nes_pos_500	d_0	0.09362031370894
imp1	2nes_pos_500	d_0	0.14197925131090045
imp2	2nes_pos_500	d_0	0.09860534083411467
slim	2nes_pos_500	d_0	0.09181511963051706
imp1	2nes_pos_500	d_0	0.14219295689131756
imp2	2nes_pos_500	d_0	0.09626168791742562
slim	2nes_pos_500	d_0	0.09359007719663456
imp1	2nes_pos_500	d_0	0.1420074682859586
imp2	2nes_pos_500	d_0	0.10103667835767506
slim	2nes_pos_500	d_0	0.09265560383185886
imp1	2nes_pos_500	d_0	0.14701823455545535
imp2	2nes_pos_500	d_0	0.10374024159459508
slim	2nes_pos_500	d_0	0.09688544595956916
imp1	2nes_pos_500	d_0	0.144952636282395
imp2	2nes_pos_500	d_0	0.09669773432161068
slim	2nes_pos_500	d_0	0.09355341779249679
imp1	2nes_pos_500	d_0	0.14327381639470416
imp2	2nes_pos_500	d_0	0.09925275897651155
slim	2nes_pos_500	d_0	0.0944785490669325
imp1	2nes_pos_500	d_0	0.1458451995121101
imp2	2nes_pos_500	d_0	0.10363117267816693
slim	2nes_pos_500	d_0	0.09604460707440321
imp1	2nes_pos_500	d_0	0.15427363451014056
imp2	2nes_pos_500	d_0	0.10550650999749615
slim	2nes_pos_500	d_0	0.1008691919733877
imp1	2nes_pos_500	d_0	0.14339505330042535
imp2	2nes_pos_500	d_0	0.09901400339582349
slim	2nes_pos_500	d_0	0.09238740394545676
imp1	2nes_pos_500	d_0	0.14208036410923278
imp2	2nes_pos_500	d_0	0.10056275682704811
slim	2nes_pos_500	d_0	0.09315994798439532
imp1	2nes_pos_500	d_0	0.13897654455325836
imp2	2nes_pos_500	d_0	0.10087403492408933
slim	2nes_pos_500	d_0	0.09128279530891065
imp1	2nes_pos_500	d_0	0.14132691638842515
imp2	2nes_pos_500	d_0	0.09998410545353367
slim	2nes_pos_500	d_0	0.09289788536449639
imp1	2nes_pos_500	d_0	0.14569646485880458
imp2	2nes_pos_500	d_0	0.1037431504449583
slim	2nes_pos_500	d_0	0.09648938406558755
imp1	2nes_pos_500	d_0	0.14448467230443976
imp2	2nes_pos_500	d_0	0.09985207892882311
slim	2nes_pos_500	d_0	0.09533121916842847
imp1	2nes_pos_500	d_0	0.14389813098956955
imp2	2nes_pos_500	d_0	0.10182896524946612
slim	2nes_pos_500	d_0	0.09533894565927181
imp1	2nes_pos_500	d_0	0.1454545406630475
imp2	2nes_pos_500	d_0	0.09777014705107258
slim	2nes_pos_500	d_0	0.09596092693125319
imp1	2nes_pos_500	d_0	0.142911820083682
imp2	2nes_pos_500	d_0	0.10195889121338912
slim	2nes_pos_500	d_0	0.09368898186889818
imp1	2nes_pos_500	d_0	0.14859349636624053
imp2	2nes_pos_500	d_0	0.10212908245362758
slim	2nes_pos_500	d_0	0.09734231605750357
imp1	2nes_pos_500	d_0	0.14698508523989834
imp2	2nes_pos_500	d_0	0.10021230867687057
slim	2nes_pos_500	d_0	0.09535491440456509
imp1	2nes_pos_500	d_0	0.14066830191927016
imp2	2nes_pos_500	d_0	0.09877696875806868
slim	2nes_pos_500	d_0	0.09264136328427575
imp1	2nes_pos_500	d_0	0.14332396478413523
imp2	2nes_pos_500	d_0	0.09438146403429842
slim	2nes_pos_500	d_0	0.09606732652305086
imp1	2nes_pos_500	d_0	0.14384727832275437
imp2	2nes_pos_500	d_0	0.09595214114602459
slim	2nes_pos_500	d_0	0.09375928937383063
imp1	2nes_pos_500	d_0	0.1458865896779363
imp2	2nes_pos_500	d_0	0.10505836860531954
slim	2nes_pos_500	d_0	0.09541725453310342
imp1	2nes_pos_500	d_0	0.1479602767005555
imp2	2nes_pos_500	d_0	0.10612744995283513
slim	2nes_pos_500	d_0	0.09660063585228662
imp1	2nes_pos_500	d_0	0.14280308329418315
imp2	2nes_pos_500	d_0	0.09700175740808406
slim	2nes_pos_500	d_0	0.09349063005689826
imp1	2nes_pos_500	d_0	0.142422511549769
imp2	2nes_pos_500	d_0	0.10131534369312614
slim	2nes_pos_500	d_0	0.09434061318773625
imp1	2nes_pos_500	d_0	0.14204123711340205
imp2	2nes_pos_500	d_0	0.09973492180377305
slim	2nes_pos_500	d_0	0.09520302966547442
imp1	2nes_pos_500	d_0	0.1449337511970053
imp2	2nes_pos_500	d_0	0.10124871593975798
slim	2nes_pos_500	d_0	0.09485505353878296
