test	analysis	variable	value
imp2	alpha_0.7	d	0.8116143909743729
slim	alpha_0.7	d	0.8116143889167456
imp1	alpha_0.7	d	0.8126372676936972
imp2	alpha_0.7	d	0.8126372564227728
slim	alpha_0.7	d	0.8126372603759539
imp1	alpha_0.7	d	0.8158504239147589
imp2	alpha_0.7	d	0.8158504364078788
slim	alpha_0.7	d	0.8158504301786896
imp1	alpha_0.7	d	0.8168450125055389
imp2	alpha_0.7	d	0.8168450192466914
slim	alpha_0.7	d	0.8168450171070831
imp1	alpha_0.7	d	0.8117478207463142
imp2	alpha_0.7	d	0.8117478166688785
slim	alpha_0.7	d	0.8117478193662361
imp1	alpha_0.7	d	0.8132718541714745
imp2	alpha_0.7	d	0.813271862356015
slim	alpha_0.7	d	0.8132718620970579
imp1	alpha_0.7	d	0.8121612400739782
imp2	alpha_0.7	d	0.8121612310957985
slim	alpha_0.7	d	0.8121612372125719
imp1	alpha_0.7	d	0.8111092576131815
imp2	alpha_0.7	d	0.8111092637996926
slim	alpha_0.7	d	0.8111092644913486
imp1	alpha_0.7	d	0.8089123250588913
imp2	alpha_0.7	d	0.808912307232158
slim	alpha_0.7	d	0.8089123161180582
imp1	alpha_0.7	d	0.812981796751153
imp2	alpha_0.7	d	0.8129817917148443
slim	alpha_0.7	d	0.8129817897441627
imp1	alpha_0.7	d	0.8112634091183484
imp2	alpha_0.7	d	0.8112634048210432
slim	alpha_0.7	d	0.8112634022327844
imp1	alpha_0.7	d	0.8133921251347054
imp2	alpha_0.7	d	0.8133921176470882
slim	alpha_0.7	d	0.8133921190410581
imp1	alpha_0.7	d	0.8125679976067981
imp2	alpha_0.7	d	0.812568002157934
slim	alpha_0.7	d	0.8125679984993435
imp1	alpha_0.7	d	0.8131971735273021
imp2	alpha_0.7	d	0.8131971871280974
slim	alpha_0.7	d	0.8131971807536489
imp1	alpha_0.7	d	0.8106693279259778
imp2	alpha_0.7	d	0.8106693206956664
slim	alpha_0.7	d	0.8106693210934763
imp1	alpha_0.7	d	0.8104916437991664
imp2	alpha_0.7	d	0.8104916361041081
slim	alpha_0.7	d	0.8104916437407594
imp1	alpha_0.7	d	0.8125069774369575
imp2	alpha_0.7	d	0.8125069716398082
slim	alpha_0.7	d	0.8125069793411502
imp1	alpha_0.7	d	0.8147695199838711
imp2	alpha_0.7	d	0.8147695359434048
slim	alpha_0.7	d	0.8147695271972729
imp1	alpha_0.7	d	0.8062247241174645
imp2	alpha_0.7	d	0.8062247350490437
slim	alpha_0.7	d	0.8062247296661965
imp1	alpha_0.7	d	0.8125382154617016
imp2	alpha_0.7	d	0.8125382167817086
slim	alpha_0.7	d	0.8125382093036181
imp1	alpha_0.7	d	0.8158462552032801
imp2	alpha_0.7	d	0.8158462537635721
slim	alpha_0.7	d	0.8158462626037133
imp1	alpha_0.7	d	0.8076338694154035
imp2	alpha_0.7	d	0.8076338764798796
slim	alpha_0.7	d	0.8076338706688901
imp1	alpha_0.7	d	0.8103219557729018
imp2	alpha_0.7	d	0.8103219562087332
slim	alpha_0.7	d	0.8103219537716988
imp1	alpha_0.7	d	0.8129530931772334
imp2	alpha_0.7	d	0.8129530980063859
slim	alpha_0.7	d	0.8129530995709424
imp1	alpha_0.7	d	0.817070730426656
imp2	alpha_0.7	d	0.817070726848403
slim	alpha_0.7	d	0.8170707236542075
imp1	alpha_0.7	d	0.8126410427160673
imp2	alpha_0.7	d	0.8126410404424474
slim	alpha_0.7	d	0.8126410414218841
imp1	alpha_0.7	d	0.8147014018436973
imp2	alpha_0.7	d	0.8147013985504503
slim	alpha_0.7	d	0.8147014066733475
imp1	alpha_0.7	d	0.8150490402099095
imp2	alpha_0.7	d	0.8150490241107502
slim	alpha_0.7	d	0.8150490330858766
imp1	alpha_0.7	d	0.8071244080153831
imp2	alpha_0.7	d	0.8071243973127911
slim	alpha_0.7	d	0.807124400147656
imp1	alpha_0.7	d	0.8072280070572082
imp2	alpha_0.7	d	0.8072280111804263
slim	alpha_0.7	d	0.8072280150988527
imp1	alpha_0.7	d	0.816057698491203
imp2	alpha_0.7	d	0.8160577010576244
slim	alpha_0.7	d	0.8160576958457519
imp1	alpha_0.7	d	0.8142395497202868
imp2	alpha_0.7	d	0.8142395582323505
slim	alpha_0.7	d	0.8142395534993023
imp1	alpha_0.7	d	0.8115286551311877
imp2	alpha_0.7	d	0.811528654842945
slim	alpha_0.7	d	0.8115286541217638
imp1	alpha_0.7	d	0.8055242573852136
imp2	alpha_0.7	d	0.8055242567632157
slim	alpha_0.7	d	0.805524260177257
imp1	alpha_0.7	d	0.8134156613135892
imp2	alpha_0.7	d	0.813415665808014
slim	alpha_0.7	d	0.8134156609598653
imp1	alpha_0.7	d	0.8148577551312675
imp2	alpha_0.7	d	0.8148577613546146
slim	alpha_0.7	d	0.814857752751095
imp1	alpha_0.7	d	0.8112443185919976
imp2	alpha_0.7	d	0.8112443145090205
slim	alpha_0.7	d	0.8112443112443113
imp1	alpha_0.7	d	0.8128337228037663
imp2	alpha_0.7	d	0.8128337267574984
slim	alpha_0.7	d	0.8128337305766495
imp1	alpha_0.7	d	0.8087522347799923
imp2	alpha_0.7	d	0.808752230542616
slim	alpha_0.7	d	0.8087522350642409
imp1	alpha_0.7	d	0.8103266777525465
imp2	alpha_0.7	d	0.810326670374072
slim	alpha_0.7	d	0.8103266794481411
imp1	alpha_0.7	d	0.812566087394767
imp2	alpha_0.7	d	0.8125660903085529
slim	alpha_0.7	d	0.8125660860370638
imp1	alpha_0.7	d	0.8136979806218846
imp2	alpha_0.7	d	0.8136979677583959
slim	alpha_0.7	d	0.8136979768521067
imp1	alpha_0.7	d	0.8126089598744008
imp2	alpha_0.7	d	0.8126089597067321
slim	alpha_0.7	d	0.8126089646251617
imp1	alpha_0.7	d	0.810762917860481
imp2	alpha_0.7	d	0.8107629241359597
slim	alpha_0.7	d	0.810762917366163
imp1	alpha_0.7	d	0.8163767147934595
imp2	alpha_0.7	d	0.8163767072701293
slim	alpha_0.7	d	0.8163767158481979
imp1	alpha_0.7	d	0.8106035161967964
imp2	alpha_0.7	d	0.8106035069841164
slim	alpha_0.7	d	0.8106035095596213
imp1	alpha_0.7	d	0.8111420641936171
imp2	alpha_0.7	d	0.8111420524018158
slim	alpha_0.7	d	0.811142061281337
imp1	alpha_0.7	d	0.8107201811192261
imp2	alpha_0.7	d	0.8107201786309646
slim	alpha_0.7	d	0.8107201738609113
imp1	alpha_0.7	d	0.8133769596374967
imp2	alpha_0.7	d	0.8133769658651293
slim	alpha_0.7	d	0.8133769618989518
imp1	alpha_0.7	d	0.8130452003969855
imp2	alpha_0.7	d	0.8130451907720411
slim	alpha_0.7	d	0.8130451910630874
imp1	alpha_0.7	d	0.8127380046618405
imp2	alpha_0.7	d	0.812738003037129
slim	alpha_0.7	d	0.8127380098239417
imp1	alpha_0.7	d	0.8127800782234635
imp2	alpha_0.7	d	0.8127800851764004
slim	alpha_0.7	d	0.8127800829875519
imp1	alpha_0.7	d	0.8150074661262539
imp2	alpha_0.7	d	0.8150074699730017
slim	alpha_0.7	d	0.815007470532898
imp1	alpha_0.7	d	0.813743360247496
imp2	alpha_0.7	d	0.8137433453902592
slim	alpha_0.7	d	0.8137433519203519
imp1	alpha_0.7	d	0.8167546940987758
imp2	alpha_0.7	d	0.8167546946476372
slim	alpha_0.7	d	0.8167546948356808
imp1	alpha_0.7	d	0.8164439745262481
imp2	alpha_0.7	d	0.8164439750847345
slim	alpha_0.7	d	0.816443980132329
imp1	alpha_0.7	d	0.8123366984345596
imp2	alpha_0.7	d	0.8123366982928361
slim	alpha_0.7	d	0.8123366927958193
imp1	alpha_0.7	d	0.810383316667227
imp2	alpha_0.7	d	0.8103833190869162
slim	alpha_0.7	d	0.8103833200893027
imp1	alpha_0.7	d	0.8105749709550214
imp2	alpha_0.7	d	0.8105749605760606
slim	alpha_0.7	d	0.810574967646515
imp1	alpha_0.7	d	0.8114912968582428
imp2	alpha_0.7	d	0.8114912891405786
slim	alpha_0.7	d	0.8114912967311492
imp1	alpha_0.7	d	0.8116418082993953
imp2	alpha_0.7	d	0.8116417950957799
slim	alpha_0.7	d	0.811641802122764
imp1	alpha_0.7	d	0.8138197810954919
imp2	alpha_0.7	d	0.8138197850308542
slim	alpha_0.7	d	0.8138197899391929
imp1	alpha_0.7	d	0.8143935207681923
imp2	alpha_0.7	d	0.8143935152515336
slim	alpha_0.7	d	0.8143935210749126
imp1	alpha_0.7	d	0.8142717016864841
imp2	alpha_0.7	d	0.8142717006992386
slim	alpha_0.7	d	0.8142716954581644
imp1	alpha_0.7	d	0.8135662500127331
imp2	alpha_0.7	d	0.8135662549934308
slim	alpha_0.7	d	0.8135662592323865
imp1	alpha_0.7	d	0.8109008006958154
imp2	alpha_0.7	d	0.8109007904250355
slim	alpha_0.7	d	0.8109007964976178
imp1	alpha_0.7	d	0.806991903209529
imp2	alpha_0.7	d	0.8069919081306149
slim	alpha_0.7	d	0.8069919064748201
imp1	alpha_0.7	d	0.8126354354320717
imp2	alpha_0.7	d	0.8126354376743807
slim	alpha_0.7	d	0.8126354330120302
imp1	alpha_0.7	d	0.8125960124457947
imp2	alpha_0.7	d	0.8125960150257385
slim	alpha_0.7	d	0.8125960061443933
imp1	alpha_0.7	d	0.8109084810873732
imp2	alpha_0.7	d	0.810908478366611
slim	alpha_0.7	d	0.8109084843767375
imp1	alpha_0.7	d	0.8147491032394276
imp2	alpha_0.7	d	0.8147491020834359
slim	alpha_0.7	d	0.8147490989742168
imp1	alpha_0.7	d	0.8107069223371488
imp2	alpha_0.7	d	0.8107069230336024
slim	alpha_0.7	d	0.8107069244053257
imp1	alpha_0.7	d	0.8107524431129975
imp2	alpha_0.7	d	0.8107524582331072
slim	alpha_0.7	d	0.8107524500304524
imp1	alpha_0.7	d	0.8105123673950728
imp2	alpha_0.7	d	0.8105123725110258
slim	alpha_0.7	d	0.8105123757297671
imp1	alpha_0.7	d	0.813708775797919
imp2	alpha_0.7	d	0.8137087833770976
slim	alpha_0.7	d	0.8137087755962529
imp1	alpha_0.7	d	0.810788236050586
imp2	alpha_0.7	d	0.8107882439543095
slim	alpha_0.7	d	0.8107882431529726
imp1	alpha_0.7	d	0.809632017069136
imp2	alpha_0.7	d	0.8096320178871128
slim	alpha_0.7	d	0.8096320106406563
imp1	alpha_0.7	d	0.8104949288745132
imp2	alpha_0.7	d	0.8104949181324121
slim	alpha_0.7	d	0.8104949247981033
imp1	alpha_0.7	d	0.8127530829451571
imp2	alpha_0.7	d	0.8127530715465245
slim	alpha_0.7	d	0.8127530740369255
imp1	alpha_0.7	d	0.8149941283343123
imp2	alpha_0.7	d	0.8149941371828964
slim	alpha_0.7	d	0.814994131455399
imp1	alpha_0.7	d	0.8143152339813523
imp2	alpha_0.7	d	0.8143152422084302
slim	alpha_0.7	d	0.8143152398564125
imp1	alpha_0.7	d	0.8138121537875213
imp2	alpha_0.7	d	0.8138121581099431
slim	alpha_0.7	d	0.8138121546961326
imp1	alpha_0.7	d	0.8134074977511971
imp2	alpha_0.7	d	0.8134074902651776
slim	alpha_0.7	d	0.8134074930704701
imp1	alpha_0.7	d	0.8126466361522636
imp2	alpha_0.7	d	0.8126466394615642
slim	alpha_0.7	d	0.8126466316612669
imp1	alpha_0.7	d	0.8173110183800258
imp2	alpha_0.7	d	0.8173110139886562
slim	alpha_0.7	d	0.8173110129596307
imp1	alpha_0.7	d	0.8128281931809778
imp2	alpha_0.7	d	0.8128281890606976
slim	alpha_0.7	d	0.8128281931809778
imp1	alpha_0.7	d	0.8144320338696117
imp2	alpha_0.7	d	0.8144320264093449
slim	alpha_0.7	d	0.8144320297951583
imp1	alpha_0.7	d	0.8127634431320415
imp2	alpha_0.7	d	0.8127634565044718
slim	alpha_0.7	d	0.8127634509544057
imp1	alpha_0.7	d	0.8119538958981484
imp2	alpha_0.7	d	0.8119539006057447
slim	alpha_0.7	d	0.8119538947759807
imp1	alpha_0.7	d	0.8142599196083673
imp2	alpha_0.7	d	0.8142599072809902
slim	alpha_0.7	d	0.8142599144921127
imp1	shape_0.2	d	0.7199627647907353
imp2	shape_0.2	d	0.7199627648457838
slim	shape_0.2	d	0.7199627597020777
imp1	shape_0.2	d	0.7193809080836148
imp2	shape_0.2	d	0.7193809148817039
slim	shape_0.2	d	0.7193809103105265
imp1	shape_0.2	d	0.7206629584184968
imp2	shape_0.2	d	0.7206629582600896
slim	shape_0.2	d	0.7206629507226361
imp1	shape_0.2	d	0.7173600379053313
imp2	shape_0.2	d	0.7173600467110612
slim	shape_0.2	d	0.7173600436356424
imp1	shape_0.2	d	0.7229596683857625
imp2	shape_0.2	d	0.7229596677188002
slim	shape_0.2	d	0.7229596615315054
imp1	shape_0.2	d	0.7233570112546118
imp2	shape_0.2	d	0.7233570071836565
slim	shape_0.2	d	0.723357008735407
imp1	shape_0.2	d	0.7195093967093228
imp2	shape_0.2	d	0.719509406279564
slim	shape_0.2	d	0.7195093993580927
imp1	shape_0.2	d	0.7205666145842581
imp2	shape_0.2	d	0.7205666126254402
slim	shape_0.2	d	0.7205666111165572
imp1	shape_0.2	d	0.7192510741707239
imp2	shape_0.2	d	0.7192510716399085
slim	shape_0.2	d	0.7192510754790771
imp1	shape_0.2	d	0.7166390755473577
imp2	shape_0.2	d	0.7166390733496987
slim	shape_0.2	d	0.7166390755347811
imp1	shape_0.2	d	0.7181473368112314
imp2	shape_0.2	d	0.7181473357794974
slim	shape_0.2	d	0.7181473412410232
imp1	shape_0.2	d	0.7145973854487597
imp2	shape_0.2	d	0.7145973762498795
slim	shape_0.2	d	0.7145973819912733
imp1	shape_0.2	d	0.7144593956093628
imp2	shape_0.2	d	0.7144593970295547
slim	shape_0.2	d	0.7144593950745067
imp1	shape_0.2	d	0.7188900954222612
imp2	shape_0.2	d	0.7188900877556518
slim	shape_0.2	d	0.7188900886751088
imp1	shape_0.2	d	0.7179804853547544
imp2	shape_0.2	d	0.7179804793576092
slim	shape_0.2	d	0.7179804786206213
imp1	shape_0.2	d	0.7177653984859456
imp2	shape_0.2	d	0.7177654005137466
slim	shape_0.2	d	0.7177653961836201
imp1	shape_0.2	d	0.7220280874802434
imp2	shape_0.2	d	0.7220280818735549
slim	shape_0.2	d	0.7220280851614573
imp1	shape_0.2	d	0.7231236493345004
imp2	shape_0.2	d	0.7231236459053607
slim	shape_0.2	d	0.7231236498887428
imp1	shape_0.2	d	0.7271895127625962
imp2	shape_0.2	d	0.7271895227237708
slim	shape_0.2	d	0.7271895172945371
imp1	shape_0.2	d	0.7213674429859211
imp2	shape_0.2	d	0.7213674415186925
slim	shape_0.2	d	0.7213674376061675
imp1	shape_0.2	d	0.7158404660442454
imp2	shape_0.2	d	0.7158404612425265
slim	shape_0.2	d	0.7158404671842856
imp1	shape_0.2	d	0.7196623948002461
imp2	shape_0.2	d	0.7196623969101879
slim	shape_0.2	d	0.719662397566122
imp1	shape_0.2	d	0.717651340040622
imp2	shape_0.2	d	0.7176513337704645
slim	shape_0.2	d	0.7176513349193762
imp1	shape_0.2	d	0.7252795396357404
imp2	shape_0.2	d	0.7252795297831494
slim	shape_0.2	d	0.7252795333009237
imp1	shape_0.2	d	0.7194183871864122
imp2	shape_0.2	d	0.7194183859920916
slim	shape_0.2	d	0.7194183911468414
imp1	shape_0.2	d	0.7128499111196603
imp2	shape_0.2	d	0.712849912722912
slim	shape_0.2	d	0.7128499167943585
imp1	shape_0.2	d	0.7193017207229402
imp2	shape_0.2	d	0.7193017240281507
slim	shape_0.2	d	0.7193017225718014
imp1	shape_0.2	d	0.719938740010097
imp2	shape_0.2	d	0.7199387400128163
slim	shape_0.2	d	0.7199387412311037
imp1	shape_0.2	d	0.7175322456018309
imp2	shape_0.2	d	0.717532252979275
slim	shape_0.2	d	0.7175322538177988
imp1	shape_0.2	d	0.7193975474714489
imp2	shape_0.2	d	0.7193975536105681
slim	shape_0.2	d	0.7193975472496015
imp1	shape_0.2	d	0.7174749888127627
imp2	shape_0.2	d	0.7174749868836452
slim	shape_0.2	d	0.7174749807544265
imp1	shape_0.2	d	0.7177174232597314
imp2	shape_0.2	d	0.7177174223145582
slim	shape_0.2	d	0.7177174200370077
imp1	shape_0.2	d	0.7195346754855687
imp2	shape_0.2	d	0.7195346695749227
slim	shape_0.2	d	0.7195346694310067
imp1	shape_0.2	d	0.7176751442380824
imp2	shape_0.2	d	0.7176751411040037
slim	shape_0.2	d	0.7176751461266156
imp1	shape_0.2	d	0.7222411937104545
imp2	shape_0.2	d	0.7222411878677506
slim	shape_0.2	d	0.7222411859365094
imp1	shape_0.2	d	0.7227889532481945
imp2	shape_0.2	d	0.7227889429299061
slim	shape_0.2	d	0.7227889488311263
imp1	shape_0.2	d	0.724736310523119
imp2	shape_0.2	d	0.7247363001165448
slim	shape_0.2	d	0.7247363048656006
imp1	shape_0.2	d	0.7221408413648301
imp2	shape_0.2	d	0.7221408344688252
slim	shape_0.2	d	0.7221408340658267
imp1	shape_0.2	d	0.7166502347881694
imp2	shape_0.2	d	0.7166502311325869
slim	shape_0.2	d	0.7166502301117685
imp1	shape_0.2	d	0.7192077093371159
imp2	shape_0.2	d	0.7192077048611994
slim	shape_0.2	d	0.7192077066745306
imp1	shape_0.2	d	0.718812954490295
imp2	shape_0.2	d	0.7188129504737684
slim	shape_0.2	d	0.7188129514076549
imp1	shape_0.2	d	0.7231496219806945
imp2	shape_0.2	d	0.7231496207703922
slim	shape_0.2	d	0.7231496266189255
imp1	shape_0.2	d	0.723861328503945
imp2	shape_0.2	d	0.7238613283151987
slim	shape_0.2	d	0.72386133437888
imp1	shape_0.2	d	0.7188367734017657
imp2	shape_0.2	d	0.7188367664008772
slim	shape_0.2	d	0.7188367674996347
imp1	shape_0.2	d	0.7189870911520643
imp2	shape_0.2	d	0.7189870858122027
slim	shape_0.2	d	0.718987092324367
imp1	shape_0.2	d	0.7189638111685679
imp2	shape_0.2	d	0.7189638036650716
slim	shape_0.2	d	0.7189638080379634
imp1	shape_0.2	d	0.7234382938181363
imp2	shape_0.2	d	0.723438291954905
slim	shape_0.2	d	0.7234382906485155
imp1	shape_0.2	d	0.7155542328791299
imp2	shape_0.2	d	0.7155542309529376
slim	shape_0.2	d	0.7155542252818518
imp1	shape_0.2	d	0.7197480502003645
imp2	shape_0.2	d	0.7197480410167365
slim	shape_0.2	d	0.7197480438954775
imp1	shape_0.2	d	0.7140547967262096
imp2	shape_0.2	d	0.7140547878405106
slim	shape_0.2	d	0.7140547940686492
imp1	shape_0.2	d	0.7217684771784996
imp2	shape_0.2	d	0.7217684678030782
slim	shape_0.2	d	0.7217684745928499
imp1	shape_0.2	d	0.7164981773946836
imp2	shape_0.2	d	0.7164981905426878
slim	shape_0.2	d	0.7164981823614363
imp1	shape_0.2	d	0.7211297831072556
imp2	shape_0.2	d	0.7211297808957523
slim	shape_0.2	d	0.7211297760210804
imp1	shape_0.2	d	0.7225032445194923
imp2	shape_0.2	d	0.7225032403721596
slim	shape_0.2	d	0.722503242542153
imp1	shape_0.2	d	0.7189795504882013
imp2	shape_0.2	d	0.7189795529139578
slim	shape_0.2	d	0.7189795513202303
imp1	shape_0.2	d	0.7165915845096993
imp2	shape_0.2	d	0.7165915868564755
slim	shape_0.2	d	0.7165915915915916
imp1	shape_0.2	d	0.7218721991828994
imp2	shape_0.2	d	0.7218722072711019
slim	shape_0.2	d	0.7218722018722019
imp1	shape_0.2	d	0.7198586804749258
imp2	shape_0.2	d	0.7198586711283588
slim	shape_0.2	d	0.7198586732792014
imp1	shape_0.2	d	0.7220323001335296
imp2	shape_0.2	d	0.7220322977326661
slim	shape_0.2	d	0.7220322979748649
imp1	shape_0.2	d	0.7254379960186045
imp2	shape_0.2	d	0.7254380041006661
slim	shape_0.2	d	0.7254380021295131
imp1	shape_0.2	d	0.7208302636083204
imp2	shape_0.2	d	0.7208302697133142
slim	shape_0.2	d	0.720830268856746
imp1	shape_0.2	d	0.7224568371240454
imp2	shape_0.2	d	0.7224568382733274
slim	shape_0.2	d	0.7224568386647898
imp1	shape_0.2	d	0.7228114312201099
imp2	shape_0.2	d	0.722811428564551
slim	shape_0.2	d	0.7228114355820299
imp1	shape_0.2	d	0.7146147076819755
imp2	shape_0.2	d	0.7146147126352589
slim	shape_0.2	d	0.7146147091472406
imp1	shape_0.2	d	0.7133965676620696
imp2	shape_0.2	d	0.7133965599619957
slim	shape_0.2	d	0.7133965668504081
imp1	shape_0.2	d	0.7239167115729672
imp2	shape_0.2	d	0.7239167117286405
slim	shape_0.2	d	0.7239167153901124
imp1	shape_0.2	d	0.7220707533556192
imp2	shape_0.2	d	0.7220707543078926
slim	shape_0.2	d	0.7220707562479715
imp1	shape_0.2	d	0.7218933022080898
imp2	shape_0.2	d	0.72189329693808
slim	shape_0.2	d	0.7218932996861755
imp1	shape_0.2	d	0.7206349124541676
imp2	shape_0.2	d	0.7206349256132438
slim	shape_0.2	d	0.7206349206349206
imp1	shape_0.2	d	0.7187267541967981
imp2	shape_0.2	d	0.7187267514477271
slim	shape_0.2	d	0.7187267588874015
imp1	shape_0.2	d	0.7191519408506915
imp2	shape_0.2	d	0.7191519483306238
slim	shape_0.2	d	0.7191519457876904
imp1	shape_0.2	d	0.7204085574952352
imp2	shape_0.2	d	0.7204085700272849
slim	shape_0.2	d	0.7204085622128824
imp1	shape_0.2	d	0.7159426062386903
imp2	shape_0.2	d	0.7159425973004765
slim	shape_0.2	d	0.715942598781207
imp1	shape_0.2	d	0.7181118313591266
imp2	shape_0.2	d	0.7181118261562738
slim	shape_0.2	d	0.7181118287988517
imp1	shape_0.2	d	0.717899307571322
imp2	shape_0.2	d	0.7178993211865168
slim	shape_0.2	d	0.7178993132750359
imp1	shape_0.2	d	0.7196687505755652
imp2	shape_0.2	d	0.7196687529192793
slim	shape_0.2	d	0.7196687573500589
imp1	shape_0.2	d	0.7177644064838549
imp2	shape_0.2	d	0.7177644135947642
slim	shape_0.2	d	0.7177644124981664
imp1	shape_0.2	d	0.7158356123015452
imp2	shape_0.2	d	0.7158356085264279
slim	shape_0.2	d	0.715835607376168
imp1	shape_0.2	d	0.7211302420520642
imp2	shape_0.2	d	0.7211302468861269
slim	shape_0.2	d	0.7211302411029281
imp1	shape_0.2	d	0.7191814657938447
imp2	shape_0.2	d	0.7191814672727694
slim	shape_0.2	d	0.719181459566075
imp1	shape_0.2	d	0.7177424690230645
imp2	shape_0.2	d	0.7177424634822873
slim	shape_0.2	d	0.7177424628866653
imp1	shape_0.2	d	0.7250545714317181
imp2	shape_0.2	d	0.7250545665238365
slim	shape_0.2	d	0.7250545719136552
imp1	shape_0.2	d	0.7251031596430872
imp2	shape_0.2	d	0.7251031672470538
slim	shape_0.2	d	0.7251031614517335
imp1	shape_0.2	d	0.721020517738928
imp2	shape_0.2	d	0.7210205228008068
slim	shape_0.2	d	0.7210205213533001
imp1	shape_0.2	d	0.7231161874941672
imp2	shape_0.2	d	0.7231161835298616
slim	shape_0.2	d	0.7231161823028411
imp1	shape_0.2	d	0.7202520571936203
imp2	shape_0.2	d	0.7202520461371432
slim	shape_0.2	d	0.7202520515826495
imp1	shape_0.2	d	0.7221082854726726
imp2	shape_0.2	d	0.7221082864755278
slim	shape_0.2	d	0.7221082788032686
imp1	shape_0.2	d	0.7210296864502551
imp2	shape_0.2	d	0.7210296953741515
slim	shape_0.2	d	0.7210296939538817
imp1	shape_0.2	d	0.7185320371212188
imp2	shape_0.2	d	0.7185320370971044
slim	shape_0.2	d	0.7185320436899592
imp1	shape_0.2	d	0.7174378606144518
imp2	shape_0.2	d	0.7174378653812359
slim	shape_0.2	d	0.7174378642227425
imp1	shape_0.2	d	0.7217063856496333
imp2	shape_0.2	d	0.7217063820333993
slim	shape_0.2	d	0.7217063784491935
imp1	shape_0.2	d	0.7265236501446084
imp2	shape_0.2	d	0.7265236434350666
slim	shape_0.2	d	0.7265236470014627
imp1	shape_0.2	d	0.7169153414427407
imp2	shape_0.2	d	0.7169153496677179
slim	shape_0.2	d	0.716915348898693
imp1	shape_0.2	d	0.7170279074935969
imp2	shape_0.2	d	0.7170279139349929
slim	shape_0.2	d	0.7170279146141215
imp1	shape_0.2	d	0.7172008738005695
imp2	shape_0.2	d	0.7172008746550171
slim	shape_0.2	d	0.7172008808416932
imp1	shape_0.2	d	0.7165386450158812
imp2	shape_0.2	d	0.7165386464982545
slim	shape_0.2	d	0.7165386434430908
imp1	shape_0.2	d	0.7206681278986496
imp2	shape_0.2	d	0.7206681272139007
slim	shape_0.2	d	0.7206681261655721
imp1	shape_0.2	d	0.7266465150017153
imp2	shape_0.2	d	0.7266465256957765
slim	shape_0.2	d	0.7266465217532574
imp1	shape_0.2	d	0.7244737766889029
imp2	shape_0.2	d	0.7244737885630735
slim	shape_0.2	d	0.7244737821352878
imp1	shape_0.2	d	0.7241322518641097
imp2	shape_0.2	d	0.724132237234604
slim	shape_0.2	d	0.7241322450325666
imp1	2nes_pos_100	d	0.8260544573608377
imp2	2nes_pos_100	d	0.8260544591069185
slim	2nes_pos_100	d	0.8260544630762763
imp1	2nes_pos_100	d	0.8242065040916965
imp2	2nes_pos_100	d	0.8242064972959305
slim	2nes_pos_100	d	0.8242064985572701
imp1	2nes_pos_100	d	0.8291863166630538
imp2	2nes_pos_100	d	0.8291863190490257
slim	2nes_pos_100	d	0.8291863225726883
imp1	2nes_pos_100	d	0.8316561422748656
imp2	2nes_pos_100	d	0.8316561531712865
slim	2nes_pos_100	d	0.831656146128747
imp1	2nes_pos_100	d	0.8253074315420931
imp2	2nes_pos_100	d	0.8253074178404785
slim	2nes_pos_100	d	0.8253074251384587
imp1	2nes_pos_100	d	0.8276016761994321
imp2	2nes_pos_100	d	0.827601670609843
slim	2nes_pos_100	d	0.8276016769542551
imp1	2nes_pos_100	d	0.8274389170917027
imp2	2nes_pos_100	d	0.8274389132554176
slim	2nes_pos_100	d	0.8274389202118572
imp1	2nes_pos_100	d	0.8277313492572772
imp2	2nes_pos_100	d	0.8277313476731266
slim	2nes_pos_100	d	0.8277313554282852
imp1	2nes_pos_100	d	0.8283959748698622
imp2	2nes_pos_100	d	0.828395980690337
slim	2nes_pos_100	d	0.8283959760538172
imp1	2nes_pos_100	d	0.8276748294413381
imp2	2nes_pos_100	d	0.8276748278980051
slim	2nes_pos_100	d	0.8276748254454818
imp1	2nes_pos_100	d	0.8262976462262391
imp2	2nes_pos_100	d	0.8262976482973409
slim	2nes_pos_100	d	0.8262976423446091
imp1	2nes_pos_100	d	0.8222118026276368
imp2	2nes_pos_100	d	0.8222118149715893
slim	2nes_pos_100	d	0.822211808809747
imp1	2nes_pos_100	d	0.8244652576231257
imp2	2nes_pos_100	d	0.8244652590925112
slim	2nes_pos_100	d	0.8244652615144419
imp1	2nes_pos_100	d	0.8248442388416148
imp2	2nes_pos_100	d	0.824844238318068
slim	2nes_pos_100	d	0.8248442367601246
imp1	2nes_pos_100	d	0.8287879518925562
imp2	2nes_pos_100	d	0.8287879498525386
slim	2nes_pos_100	d	0.8287879496655284
imp1	2nes_pos_100	d	0.8281015032302054
imp2	2nes_pos_100	d	0.8281015102053835
slim	2nes_pos_100	d	0.8281015052163264
imp1	2nes_pos_100	d	0.8248984620979074
imp2	2nes_pos_100	d	0.8248984730438067
